file_name,caption,Label,caption_type
test/Malignant/4A_10.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4A_11.png,"A clinical ultrasound scan of the thyroid, categorized as malignant.",malignant,tissue+condition
test/Malignant/4A_12.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4A_13.png,Echographic appearance of the thyroid with malignant features.,malignant,tissue+condition
test/Malignant/4A_14.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4A_15.png,Echographic appearance of the thyroid with malignant features.,malignant,tissue+condition
test/Malignant/4A_16.png,Echographic appearance of the thyroid with malignant features.,malignant,tissue+condition
test/Malignant/4A_17.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4A_18.png,"A clinical ultrasound scan of the thyroid, categorized as malignant.",malignant,tissue+condition
test/Malignant/4A_19.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4A_2.png,A grayscale ultrasound image demonstrating malignant changes in the thyroid.,malignant,tissue+condition
test/Malignant/4A_20.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4A_21.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4A_22.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4A_23.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4A_24.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4A_25.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4A_26.png,"A clinical ultrasound scan of the thyroid, categorized as malignant.",malignant,tissue+condition
test/Malignant/4A_27.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4A_28.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4A_29.png,Echographic appearance of the thyroid with malignant features.,malignant,tissue+condition
test/Malignant/4A_3.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4A_30.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4A_31.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4A_32.png,Echographic appearance of the thyroid with malignant features.,malignant,tissue+condition
test/Malignant/4A_33.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4A_34.png,"A clinical ultrasound scan of the thyroid, categorized as malignant.",malignant,tissue+condition
test/Malignant/4A_35.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4A_36.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4A_37.png,A grayscale ultrasound image demonstrating malignant changes in the thyroid.,malignant,tissue+condition
test/Malignant/4A_38.png,Echographic appearance of the thyroid with malignant features.,malignant,tissue+condition
test/Malignant/4A_39.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4A_4.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4A_40.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4A_41.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4A_42.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4A_43.png,"A clinical ultrasound scan of the thyroid, categorized as malignant.",malignant,tissue+condition
test/Malignant/4A_44.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4A_45.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4A_46.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4A_47.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4A_48.png,"A clinical ultrasound scan of the thyroid, categorized as malignant.",malignant,tissue+condition
test/Malignant/4A_49.png,A grayscale ultrasound image demonstrating malignant changes in the thyroid.,malignant,tissue+condition
test/Malignant/4A_5.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4A_50.png,A grayscale ultrasound image demonstrating malignant changes in the thyroid.,malignant,tissue+condition
test/Malignant/4A_51.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4A_52.png,Echographic appearance of the thyroid with malignant features.,malignant,tissue+condition
test/Malignant/4A_53.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4A_54.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4A_55.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4A_56.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4A_57.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4A_58.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4A_59.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4A_6.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4A_60.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4A_61.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4A_62.png,A grayscale ultrasound image demonstrating malignant changes in the thyroid.,malignant,tissue+condition
test/Malignant/4A_63.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4A_64.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4A_65.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4A_66.png,A grayscale ultrasound image demonstrating malignant changes in the thyroid.,malignant,tissue+condition
test/Malignant/4A_67.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4A_68.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4A_69.png,"A clinical ultrasound scan of the thyroid, categorized as malignant.",malignant,tissue+condition
test/Malignant/4A_7.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4A_70.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4A_71.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4A_72.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4A_73.png,"A clinical ultrasound scan of the thyroid, categorized as malignant.",malignant,tissue+condition
test/Malignant/4A_74.png,Echographic appearance of the thyroid with malignant features.,malignant,tissue+condition
test/Malignant/4A_75.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4A_76.png,"A clinical ultrasound scan of the thyroid, categorized as malignant.",malignant,tissue+condition
test/Malignant/4A_77.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4A_78.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4A_79.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4A_8.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4A_80.png,"A clinical ultrasound scan of the thyroid, categorized as malignant.",malignant,tissue+condition
test/Malignant/4A_81.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4A_82.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4A_83.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4A_84.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4A_85.png,"A clinical ultrasound scan of the thyroid, categorized as malignant.",malignant,tissue+condition
test/Malignant/4A_86.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4A_87.png,A grayscale ultrasound image demonstrating malignant changes in the thyroid.,malignant,tissue+condition
test/Malignant/4A_88.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4A_89.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4A_9.png,Echographic appearance of the thyroid with malignant features.,malignant,tissue+condition
test/Malignant/4A_90.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4A_91.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4A_92.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4A_93.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4A_94.png,A grayscale ultrasound image demonstrating malignant changes in the thyroid.,malignant,tissue+condition
test/Malignant/4A_95.png,Echographic appearance of the thyroid with malignant features.,malignant,tissue+condition
test/Malignant/4A_96.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4A_97.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4B_0.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4B_1.png,Echographic appearance of the thyroid with malignant features.,malignant,tissue+condition
test/Malignant/4B_10.png,"A clinical ultrasound scan of the thyroid, categorized as malignant.",malignant,tissue+condition
test/Malignant/4B_11.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4B_12.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4B_13.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4B_14.png,A grayscale ultrasound image demonstrating malignant changes in the thyroid.,malignant,tissue+condition
test/Malignant/4B_15.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4B_16.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4B_17.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4B_18.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4B_19.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4B_2.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4B_20.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4B_21.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4B_22.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4B_23.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4B_24.png,"A clinical ultrasound scan of the thyroid, categorized as malignant.",malignant,tissue+condition
test/Malignant/4B_25.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4B_26.png,A grayscale ultrasound image demonstrating malignant changes in the thyroid.,malignant,tissue+condition
test/Malignant/4B_27.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4B_28.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4B_29.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4B_3.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4B_30.png,"A clinical ultrasound scan of the thyroid, categorized as malignant.",malignant,tissue+condition
test/Malignant/4B_31.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4B_32.png,Echographic appearance of the thyroid with malignant features.,malignant,tissue+condition
test/Malignant/4B_33.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4B_34.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4B_35.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4B_36.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4B_37.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4B_38.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4B_39.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4B_4.png,Echographic appearance of the thyroid with malignant features.,malignant,tissue+condition
test/Malignant/4B_40.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4B_41.png,A grayscale ultrasound image demonstrating malignant changes in the thyroid.,malignant,tissue+condition
test/Malignant/4B_42.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4B_43.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4B_44.png,A grayscale ultrasound image demonstrating malignant changes in the thyroid.,malignant,tissue+condition
test/Malignant/4B_45.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4B_46.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4B_47.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4B_48.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4B_49.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4B_5.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4B_50.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4B_51.png,Echographic appearance of the thyroid with malignant features.,malignant,tissue+condition
test/Malignant/4B_52.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4B_53.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4B_54.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4B_55.png,"A clinical ultrasound scan of the thyroid, categorized as malignant.",malignant,tissue+condition
test/Malignant/4B_56.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4B_57.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4B_58.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4B_59.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4B_6.png,A grayscale ultrasound image demonstrating malignant changes in the thyroid.,malignant,tissue+condition
test/Malignant/4B_60.png,A grayscale ultrasound image demonstrating malignant changes in the thyroid.,malignant,tissue+condition
test/Malignant/4B_61.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4B_62.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4B_63.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4B_64.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4B_65.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4B_66.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4B_67.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4B_68.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4B_69.png,Echographic appearance of the thyroid with malignant features.,malignant,tissue+condition
test/Malignant/4B_7.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4B_70.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4B_71.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4B_72.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4B_73.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4B_74.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4B_75.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4B_76.png,Echographic appearance of the thyroid with malignant features.,malignant,tissue+condition
test/Malignant/4B_77.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4B_78.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4B_79.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4B_8.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4B_9.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4C_0.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4C_1.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4C_10.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4C_11.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4C_12.png,"A clinical ultrasound scan of the thyroid, categorized as malignant.",malignant,tissue+condition
test/Malignant/4C_13.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4C_14.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4C_15.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4C_16.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4C_17.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4C_18.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4C_19.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4C_2.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4C_20.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4C_21.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4C_22.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4C_23.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4C_24.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4C_25.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4C_26.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4C_27.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4C_28.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4C_29.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4C_3.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4C_30.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4C_31.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4C_32.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4C_33.png,"A clinical ultrasound scan of the thyroid, categorized as malignant.",malignant,tissue+condition
test/Malignant/4C_34.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4C_35.png,"A clinical ultrasound scan of the thyroid, categorized as malignant.",malignant,tissue+condition
test/Malignant/4C_36.png,This sonogram of the thyroid is labeled malignant.,malignant,tissue+condition
test/Malignant/4C_37.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4C_38.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4C_39.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4C_4.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4C_40.png,"A clinical ultrasound scan of the thyroid, categorized as malignant.",malignant,tissue+condition
test/Malignant/4C_41.png,This ultrasound image shows the thyroid with a malignant label.,malignant,tissue+condition
test/Malignant/4C_42.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4C_43.png,A grayscale ultrasound image demonstrating malignant changes in the thyroid.,malignant,tissue+condition
test/Malignant/4C_44.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4C_45.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4C_46.png,Echographic appearance of the thyroid with malignant features.,malignant,tissue+condition
test/Malignant/4C_47.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4C_48.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4C_49.png,A grayscale ultrasound image demonstrating malignant changes in the thyroid.,malignant,tissue+condition
test/Malignant/4C_5.png,"A diagnostic ultrasound image of the thyroid, tagged as malignant.",malignant,tissue+condition
test/Malignant/4C_50.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4C_51.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4C_52.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4C_53.png,An ultrasound image of the thyroid with malignant findings.,malignant,tissue+condition
test/Malignant/4C_54.png,Ultrasound of the thyroid with malignant appearance.,malignant,tissue+condition
test/Malignant/4C_55.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4C_56.png,Sonographic appearance of malignant thyroid.,malignant,tissue+condition
test/Malignant/4C_57.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
test/Malignant/4C_58.png,A grayscale ultrasound image demonstrating malignant changes in the thyroid.,malignant,tissue+condition
test/Malignant/4C_59.png,"A B-mode ultrasound of the thyroid, labeled malignant.",malignant,tissue+condition
